cell_id,result_path,task,config,rep,model,thinking_level,language,category,reward_binary,reward_partial,total_tokens,turns,tool_calls,agent_wall_s,agent_exit,agent_timed_out,agent_resource_exhausted,verifier_exit,patch_bytes,session_count,session_path,session_bytes,identity_mismatches,has_model_patch,has_verifier_directory,has_verifier_reward,has_verifier_ctrf,has_verifier_log,resource_policy_present,primary_disposition
gpt-5.5/low/baseline/adaptix-name-mapping-aliases/rep1,/home/will/evals/deep-swe-bench/results/gpt-5.5/low/baseline/adaptix-name-mapping-aliases/rep1/result.json,adaptix-name-mapping-aliases,baseline,1,openai-codex/gpt-5.5,low,python,feature_request,0,0.9960460100647016,1305503,56,55,262.6,0,False,,0,11921,1,/home/will/evals/deep-swe-bench/results/gpt-5.5/low/baseline/adaptix-name-mapping-aliases/rep1/session/2026-07-05T23-24-46-615Z_019f3499-4097-74c5-8f8c-2badfc1994a6.jsonl,349257,,True,True,True,True,True,False,eligible
gpt-5.5/low/baseline/adaptix-name-mapping-aliases/rep2,/home/will/evals/deep-swe-bench/results/gpt-5.5/low/baseline/adaptix-name-mapping-aliases/rep2/result.json,adaptix-name-mapping-aliases,baseline,2,openai-codex/gpt-5.5,low,python,feature_request,0,0.9971243709561467,1575628,64,63,290.6,0,False,,0,13716,1,/home/will/evals/deep-swe-bench/results/gpt-5.5/low/baseline/adaptix-name-mapping-aliases/rep2/session/2026-07-05T23-24-46-979Z_019f3499-4203-7d8d-871e-27643f4fbce5.jsonl,318276,,True,True,True,True,True,False,eligible
gpt-5.5/low/baseline/claude-code-by-agents-recursive-delegation/rep0,/home/will/evals/deep-swe-bench/results/gpt-5.5/low/baseline/claude-code-by-agents-recursive-delegation/rep0/result.json,claude-code-by-agents-recursive-delegation,baseline,0,openai-codex/gpt-5.5,low,typescript,feature_request,1,1.0,741117,27,26,138.8,0,False,,0,8176,1,/home/will/evals/deep-swe-bench/results/gpt-5.5/low/baseline/claude-code-by-agents-recursive-delegation/rep0/session/2026-07-05T23-16-57-135Z_019f3492-16ae-7ef4-9479-a720c4435016.jsonl,217597,,True,True,True,True,True,False,eligible
gpt-5.5/low/baseline/claude-code-by-agents-recursive-delegation/rep1,/home/will/evals/deep-swe-bench/results/gpt-5.5/low/baseline/claude-code-by-agents-recursive-delegation/rep1/result.json,claude-code-by-agents-recursive-delegation,baseline,1,openai-codex/gpt-5.5,low,typescript,feature_request,1,1.0,677810,23,22,114.9,0,False,,0,9325,1,/home/will/evals/deep-swe-bench/results/gpt-5.5/low/baseline/claude-code-by-agents-recursive-delegation/rep1/session/2026-07-05T23-17-18-899Z_019f3492-6bb3-7cfd-9966-31fcbdd0c5ae.jsonl,264010,,True,True,True,True,True,False,eligible
gpt-5.5/low/baseline/claude-code-by-agents-recursive-delegation/rep2,/home/will/evals/deep-swe-bench/results/gpt-5.5/low/baseline/claude-code-by-agents-recursive-delegation/rep2/result.json,claude-code-by-agents-recursive-delegation,baseline,2,openai-codex/gpt-5.5,low,typescript,feature_request,1,1.0,1097435,36,35,176.0,0,False,,0,9907,1,/home/will/evals/deep-swe-bench/results/gpt-5.5/low/baseline/claude-code-by-agents-recursive-delegation/rep2/session/2026-07-05T23-17-38-266Z_019f3492-b75a-7aeb-aff4-f93f37ccd8da.jsonl,321814,,True,True,True,True,True,False,eligible
gpt-5.5/low/baseline/dateutil-rfc5545-timezone-interop/rep0,/home/will/evals/deep-swe-bench/results/gpt-5.5/low/baseline/dateutil-rfc5545-timezone-interop/rep0/result.json,dateutil-rfc5545-timezone-interop,baseline,0,openai-codex/gpt-5.5,low,python,enhancement,0,0.9990485252140818,451800,31,30,279.7,0,False,,0,14410,1,/home/will/evals/deep-swe-bench/results/gpt-5.5/low/baseline/dateutil-rfc5545-timezone-interop/rep0/session/2026-07-05T23-15-26-175Z_019f3490-b35f-7cbf-a140-274418abd797.jsonl,195348,,True,True,True,True,True,False,eligible
gpt-5.5/low/baseline/dateutil-rfc5545-timezone-interop/rep1,/home/will/evals/deep-swe-bench/results/gpt-5.5/low/baseline/dateutil-rfc5545-timezone-interop/rep1/result.json,dateutil-rfc5545-timezone-interop,baseline,1,openai-codex/gpt-5.5,low,python,enhancement,0,0.9990485252140818,334440,26,25,1833.6,0,False,,0,13610,1,/home/will/evals/deep-swe-bench/results/gpt-5.5/low/baseline/dateutil-rfc5545-timezone-interop/rep1/session/2026-07-05T23-15-31-739Z_019f3490-c91b-7352-85b4-055519ba0aac.jsonl,172706,,True,True,True,True,True,False,eligible
gpt-5.5/low/baseline/dateutil-rfc5545-timezone-interop/rep2,/home/will/evals/deep-swe-bench/results/gpt-5.5/low/baseline/dateutil-rfc5545-timezone-interop/rep2/result.json,dateutil-rfc5545-timezone-interop,baseline,2,openai-codex/gpt-5.5,low,python,enhancement,0,0.9995242626070409,436982,28,27,152.9,0,False,,0,14265,1,/home/will/evals/deep-swe-bench/results/gpt-5.5/low/baseline/dateutil-rfc5545-timezone-interop/rep2/session/2026-07-05T23-15-33-008Z_019f3490-ce10-7751-a941-80cf431df14c.jsonl,182106,,True,True,True,True,True,False,eligible
gpt-5.5/low/baseline/drizzle-orm-window-function-builders/rep0,/home/will/evals/deep-swe-bench/results/gpt-5.5/low/baseline/drizzle-orm-window-function-builders/rep0/result.json,drizzle-orm-window-function-builders,baseline,0,openai-codex/gpt-5.5,low,typescript,feature_request,1,1.0,554944,43,42,247.6,0,False,,0,23205,1,/home/will/evals/deep-swe-bench/results/gpt-5.5/low/baseline/drizzle-orm-window-function-builders/rep0/session/2026-07-05T23-31-05-303Z_019f349f-07d7-7d11-ba80-4d7822edb25c.jsonl,172727,,True,True,True,True,True,False,eligible
gpt-5.5/low/baseline/drizzle-orm-window-function-builders/rep1,/home/will/evals/deep-swe-bench/results/gpt-5.5/low/baseline/drizzle-orm-window-function-builders/rep1/result.json,drizzle-orm-window-function-builders,baseline,1,openai-codex/gpt-5.5,low,typescript,feature_request,0,0.9497126436781609,845737,48,47,289.9,0,False,,0,23811,1,/home/will/evals/deep-swe-bench/results/gpt-5.5/low/baseline/drizzle-orm-window-function-builders/rep1/session/2026-07-05T23-31-05-292Z_019f349f-07cc-7dff-b585-b2c7b6a98ace.jsonl,225189,,True,True,True,True,True,False,eligible
gpt-5.5/low/baseline/drizzle-orm-window-function-builders/rep2,/home/will/evals/deep-swe-bench/results/gpt-5.5/low/baseline/drizzle-orm-window-function-builders/rep2/result.json,drizzle-orm-window-function-builders,baseline,2,openai-codex/gpt-5.5,low,typescript,feature_request,1,1.0,357332,33,32,190.0,0,False,,0,23730,1,/home/will/evals/deep-swe-bench/results/gpt-5.5/low/baseline/drizzle-orm-window-function-builders/rep2/session/2026-07-05T23-31-06-620Z_019f349f-0cfc-7690-91e2-836e0ba2c706.jsonl,131568,,True,True,True,True,True,False,eligible
gpt-5.5/low/baseline/dynamodb-toolbox-conditional-attribute-requirements/rep0,/home/will/evals/deep-swe-bench/results/gpt-5.5/low/baseline/dynamodb-toolbox-conditional-attribute-requirements/rep0/result.json,dynamodb-toolbox-conditional-attribute-requirements,baseline,0,openai-codex/gpt-5.5,low,typescript,feature_request,0,0.9961479198767335,1749768,56,55,588.9,0,False,,0,30811,1,/home/will/evals/deep-swe-bench/results/gpt-5.5/low/baseline/dynamodb-toolbox-conditional-attribute-requirements/rep0/session/2026-07-05T23-23-41-850Z_019f3498-439a-7a11-a7e0-c9ad4a989b81.jsonl,350011,,True,True,True,True,True,False,eligible
gpt-5.5/low/baseline/dynamodb-toolbox-conditional-attribute-requirements/rep1,/home/will/evals/deep-swe-bench/results/gpt-5.5/low/baseline/dynamodb-toolbox-conditional-attribute-requirements/rep1/result.json,dynamodb-toolbox-conditional-attribute-requirements,baseline,1,openai-codex/gpt-5.5,low,typescript,feature_request,0,0.9938366718027735,1158431,46,45,687.8,0,False,,0,27598,1,/home/will/evals/deep-swe-bench/results/gpt-5.5/low/baseline/dynamodb-toolbox-conditional-attribute-requirements/rep1/session/2026-07-05T23-23-42-250Z_019f3498-452a-7079-8624-f9530c552cd8.jsonl,396094,,True,True,True,True,True,False,eligible
gpt-5.5/low/baseline/dynamodb-toolbox-conditional-attribute-requirements/rep2,/home/will/evals/deep-swe-bench/results/gpt-5.5/low/baseline/dynamodb-toolbox-conditional-attribute-requirements/rep2/result.json,dynamodb-toolbox-conditional-attribute-requirements,baseline,2,openai-codex/gpt-5.5,low,typescript,feature_request,0,0.9714946070878274,2191345,67,66,580.5,0,False,,0,35099,1,/home/will/evals/deep-swe-bench/results/gpt-5.5/low/baseline/dynamodb-toolbox-conditional-attribute-requirements/rep2/session/2026-07-05T23-23-57-833Z_019f3498-8209-7c1b-a4d1-bf6077f18e4a.jsonl,518060,,True,True,True,True,True,False,eligible
gpt-5.5/low/baseline/eicrud-keyset-pagination-cursor/rep0,/home/will/evals/deep-swe-bench/results/gpt-5.5/low/baseline/eicrud-keyset-pagination-cursor/rep0/result.json,eicrud-keyset-pagination-cursor,baseline,0,openai-codex/gpt-5.5,low,typescript,feature_request,0,0.967032967032967,680913,38,37,177.8,0,False,,0,6068,1,/home/will/evals/deep-swe-bench/results/gpt-5.5/low/baseline/eicrud-keyset-pagination-cursor/rep0/session/2026-07-05T23-16-20-353Z_019f3491-8701-7a98-989d-4a1a80df41ad.jsonl,245703,,True,True,True,True,True,False,eligible
gpt-5.5/low/baseline/eicrud-keyset-pagination-cursor/rep1,/home/will/evals/deep-swe-bench/results/gpt-5.5/low/baseline/eicrud-keyset-pagination-cursor/rep1/result.json,eicrud-keyset-pagination-cursor,baseline,1,openai-codex/gpt-5.5,low,typescript,feature_request,0,0.967032967032967,341157,28,27,127.9,0,False,,0,5988,1,/home/will/evals/deep-swe-bench/results/gpt-5.5/low/baseline/eicrud-keyset-pagination-cursor/rep1/session/2026-07-05T23-16-24-326Z_019f3491-9686-7416-b102-af7e2dcc7917.jsonl,160277,,True,True,True,True,True,False,eligible
gpt-5.5/low/baseline/eicrud-keyset-pagination-cursor/rep2,/home/will/evals/deep-swe-bench/results/gpt-5.5/low/baseline/eicrud-keyset-pagination-cursor/rep2/result.json,eicrud-keyset-pagination-cursor,baseline,2,openai-codex/gpt-5.5,low,typescript,feature_request,0,0.945054945054945,201719,22,21,88.6,0,False,,0,6019,1,/home/will/evals/deep-swe-bench/results/gpt-5.5/low/baseline/eicrud-keyset-pagination-cursor/rep2/session/2026-07-05T23-16-29-641Z_019f3491-ab49-75ea-a639-a02e76776b99.jsonl,132821,,True,True,True,True,True,False,eligible
gpt-5.5/low/baseline/etree-xml-diff-patch/rep0,/home/will/evals/deep-swe-bench/results/gpt-5.5/low/baseline/etree-xml-diff-patch/rep0/result.json,etree-xml-diff-patch,baseline,0,openai-codex/gpt-5.5,low,go,feature_request,0,0.9850746268656716,179203,17,18,115.5,0,False,,0,15416,1,/home/will/evals/deep-swe-bench/results/gpt-5.5/low/baseline/etree-xml-diff-patch/rep0/session/2026-07-05T23-24-12-802Z_019f3498-bc82-74fd-b456-aafbe95c221d.jsonl,85042,,True,True,True,True,True,False,eligible
gpt-5.5/low/baseline/etree-xml-diff-patch/rep1,/home/will/evals/deep-swe-bench/results/gpt-5.5/low/baseline/etree-xml-diff-patch/rep1/result.json,etree-xml-diff-patch,baseline,1,openai-codex/gpt-5.5,low,go,feature_request,0,0.9402985074626866,329305,27,26,157.6,0,False,,0,17156,1,/home/will/evals/deep-swe-bench/results/gpt-5.5/low/baseline/etree-xml-diff-patch/rep1/session/2026-07-05T23-24-19-463Z_019f3498-d687-7328-8517-333b9a6e46e4.jsonl,114256,,True,True,True,True,True,False,eligible
gpt-5.5/low/baseline/etree-xml-diff-patch/rep2,/home/will/evals/deep-swe-bench/results/gpt-5.5/low/baseline/etree-xml-diff-patch/rep2/result.json,etree-xml-diff-patch,baseline,2,openai-codex/gpt-5.5,low,go,feature_request,0,0.8805970149253731,229229,23,22,153.1,0,False,,0,15452,1,/home/will/evals/deep-swe-bench/results/gpt-5.5/low/baseline/etree-xml-diff-patch/rep2/session/2026-07-05T23-24-19-763Z_019f3498-d7b3-79e3-bdca-1578d793633a.jsonl,109709,,True,True,True,True,True,False,eligible
gpt-5.5/low/baseline/fastapi-deprecation-response-headers/rep0,/home/will/evals/deep-swe-bench/results/gpt-5.5/low/baseline/fastapi-deprecation-response-headers/rep0/result.json,fastapi-deprecation-response-headers,baseline,0,openai-codex/gpt-5.5,low,python,feature_request,0,0.9969428309385509,988006,53,52,221.4,0,False,,0,25870,1,/home/will/evals/deep-swe-bench/results/gpt-5.5/low/baseline/fastapi-deprecation-response-headers/rep0/session/2026-07-05T23-20-35-375Z_019f3495-6b2f-7525-8eca-911a9cd35d0d.jsonl,243424,,True,True,True,True,True,False,eligible
gpt-5.5/low/baseline/fastapi-deprecation-response-headers/rep1,/home/will/evals/deep-swe-bench/results/gpt-5.5/low/baseline/fastapi-deprecation-response-headers/rep1/result.json,fastapi-deprecation-response-headers,baseline,1,openai-codex/gpt-5.5,low,python,feature_request,0,0.9969428309385509,893860,53,52,229.7,0,False,,0,26280,1,/home/will/evals/deep-swe-bench/results/gpt-5.5/low/baseline/fastapi-deprecation-response-headers/rep1/session/2026-07-05T23-20-35-817Z_019f3495-6ce9-7254-b61c-9d737333f9c3.jsonl,237567,,True,True,True,True,True,False,eligible
gpt-5.5/low/baseline/fastapi-deprecation-response-headers/rep2,/home/will/evals/deep-swe-bench/results/gpt-5.5/low/baseline/fastapi-deprecation-response-headers/rep2/result.json,fastapi-deprecation-response-headers,baseline,2,openai-codex/gpt-5.5,low,python,feature_request,0,0.040966065423417915,1118191,69,68,2649.7,0,False,,0,26044,1,/home/will/evals/deep-swe-bench/results/gpt-5.5/low/baseline/fastapi-deprecation-response-headers/rep2/session/2026-07-05T23-20-37-533Z_019f3495-739d-73dc-9d7d-5c0b1796e03a.jsonl,276929,,True,True,True,True,True,False,eligible
gpt-5.5/low/baseline/fd-deterministic-multi-key-sorting/rep0,/home/will/evals/deep-swe-bench/results/gpt-5.5/low/baseline/fd-deterministic-multi-key-sorting/rep0/result.json,fd-deterministic-multi-key-sorting,baseline,0,openai-codex/gpt-5.5,low,rust,feature_request,0,0.993421052631579,356559,33,32,720.1,0,False,,0,13769,1,/home/will/evals/deep-swe-bench/results/gpt-5.5/low/baseline/fd-deterministic-multi-key-sorting/rep0/session/2026-07-05T23-17-48-437Z_019f3492-df15-74f7-87fa-14e5528ab0b1.jsonl,157656,,True,True,True,True,True,False,eligible
gpt-5.5/low/baseline/fd-deterministic-multi-key-sorting/rep1,/home/will/evals/deep-swe-bench/results/gpt-5.5/low/baseline/fd-deterministic-multi-key-sorting/rep1/result.json,fd-deterministic-multi-key-sorting,baseline,1,openai-codex/gpt-5.5,low,rust,feature_request,0,0.993421052631579,504020,38,37,190.0,0,False,,0,15160,1,/home/will/evals/deep-swe-bench/results/gpt-5.5/low/baseline/fd-deterministic-multi-key-sorting/rep1/session/2026-07-05T23-18-06-169Z_019f3493-2459-7eeb-8645-fe30b9fce140.jsonl,181104,,True,True,True,True,True,False,eligible
gpt-5.5/low/baseline/fd-deterministic-multi-key-sorting/rep2,/home/will/evals/deep-swe-bench/results/gpt-5.5/low/baseline/fd-deterministic-multi-key-sorting/rep2/result.json,fd-deterministic-multi-key-sorting,baseline,2,openai-codex/gpt-5.5,low,rust,feature_request,0,0.993421052631579,305627,28,27,137.5,0,False,,0,13300,1,/home/will/evals/deep-swe-bench/results/gpt-5.5/low/baseline/fd-deterministic-multi-key-sorting/rep2/session/2026-07-05T23-18-13-811Z_019f3493-4233-7538-bf4d-fde1a2006bd0.jsonl,141417,,True,True,True,True,True,False,eligible
gpt-5.5/low/baseline/go-critic-doc-link-checker/rep0,/home/will/evals/deep-swe-bench/results/gpt-5.5/low/baseline/go-critic-doc-link-checker/rep0/result.json,go-critic-doc-link-checker,baseline,0,openai-codex/gpt-5.5,low,go,feature_request,0,0.8947368421052632,688975,47,49,487.6,0,False,,0,9163,1,/home/will/evals/deep-swe-bench/results/gpt-5.5/low/baseline/go-critic-doc-link-checker/rep0/session/2026-07-05T23-18-15-036Z_019f3493-46fc-73a5-be50-68bd1fc0d56e.jsonl,184607,,True,True,True,True,True,False,eligible
gpt-5.5/low/baseline/go-critic-doc-link-checker/rep1,/home/will/evals/deep-swe-bench/results/gpt-5.5/low/baseline/go-critic-doc-link-checker/rep1/result.json,go-critic-doc-link-checker,baseline,1,openai-codex/gpt-5.5,low,go,feature_request,0,0.8947368421052632,425746,36,35,378.4,0,False,,0,8059,1,/home/will/evals/deep-swe-bench/results/gpt-5.5/low/baseline/go-critic-doc-link-checker/rep1/session/2026-07-05T23-18-15-686Z_019f3493-4986-76db-9c1b-63c0c8a9ea39.jsonl,128812,,True,True,True,True,True,False,eligible
gpt-5.5/low/baseline/go-critic-doc-link-checker/rep2,/home/will/evals/deep-swe-bench/results/gpt-5.5/low/baseline/go-critic-doc-link-checker/rep2/result.json,go-critic-doc-link-checker,baseline,2,openai-codex/gpt-5.5,low,go,feature_request,0,0.8947368421052632,306526,36,34,322.2,0,False,,0,8811,1,/home/will/evals/deep-swe-bench/results/gpt-5.5/low/baseline/go-critic-doc-link-checker/rep2/session/2026-07-05T23-18-35-730Z_019f3493-97d2-77c4-8ac9-21f9631a99fa.jsonl,124546,,True,True,True,True,True,False,eligible
gpt-5.5/low/baseline/go-git-worktree-merge-conflicts/rep0,/home/will/evals/deep-swe-bench/results/gpt-5.5/low/baseline/go-git-worktree-merge-conflicts/rep0/result.json,go-git-worktree-merge-conflicts,baseline,0,openai-codex/gpt-5.5,low,go,feature_request,0,0.7368421052631579,568531,33,32,260.9,0,False,,0,10015,1,/home/will/evals/deep-swe-bench/results/gpt-5.5/low/baseline/go-git-worktree-merge-conflicts/rep0/session/2026-07-05T23-20-43-993Z_019f3495-8cd8-74d9-b779-0afcfa82f47b.jsonl,195990,,True,True,True,True,True,False,eligible
gpt-5.5/low/baseline/go-git-worktree-merge-conflicts/rep1,/home/will/evals/deep-swe-bench/results/gpt-5.5/low/baseline/go-git-worktree-merge-conflicts/rep1/result.json,go-git-worktree-merge-conflicts,baseline,1,openai-codex/gpt-5.5,low,go,feature_request,0,0.8421052631578947,577576,30,29,199.4,0,False,,0,9085,1,/home/will/evals/deep-swe-bench/results/gpt-5.5/low/baseline/go-git-worktree-merge-conflicts/rep1/session/2026-07-05T23-20-43-998Z_019f3495-8cde-738c-b09c-006f152fe9fe.jsonl,210906,,True,True,True,True,True,False,eligible
gpt-5.5/low/baseline/go-git-worktree-merge-conflicts/rep2,/home/will/evals/deep-swe-bench/results/gpt-5.5/low/baseline/go-git-worktree-merge-conflicts/rep2/result.json,go-git-worktree-merge-conflicts,baseline,2,openai-codex/gpt-5.5,low,go,feature_request,0,0.7894736842105263,352208,24,23,596.7,0,False,,0,10803,1,/home/will/evals/deep-swe-bench/results/gpt-5.5/low/baseline/go-git-worktree-merge-conflicts/rep2/session/2026-07-05T23-21-01-305Z_019f3495-d079-7a75-b807-0945716e16db.jsonl,166227,,True,True,True,True,True,False,eligible
gpt-5.5/low/baseline/goreleaser-retry-publish-auditing/rep0,/home/will/evals/deep-swe-bench/results/gpt-5.5/low/baseline/goreleaser-retry-publish-auditing/rep0/result.json,goreleaser-retry-publish-auditing,baseline,0,openai-codex/gpt-5.5,low,go,feature_request,1,1.0,665638,35,34,369.7,0,False,,0,11854,1,/home/will/evals/deep-swe-bench/results/gpt-5.5/low/baseline/goreleaser-retry-publish-auditing/rep0/session/2026-07-05T23-25-21-953Z_019f3499-caa1-738f-a6e9-f951351559c7.jsonl,202741,,True,True,True,True,True,False,eligible
gpt-5.5/low/baseline/goreleaser-retry-publish-auditing/rep1,/home/will/evals/deep-swe-bench/results/gpt-5.5/low/baseline/goreleaser-retry-publish-auditing/rep1/result.json,goreleaser-retry-publish-auditing,baseline,1,openai-codex/gpt-5.5,low,go,feature_request,1,1.0,508922,31,30,304.6,0,False,,0,12077,1,/home/will/evals/deep-swe-bench/results/gpt-5.5/low/baseline/goreleaser-retry-publish-auditing/rep1/session/2026-07-05T23-25-23-684Z_019f3499-d164-70db-a2cf-79ff2d98378a.jsonl,184347,,True,True,True,True,True,False,eligible
gpt-5.5/low/baseline/goreleaser-retry-publish-auditing/rep2,/home/will/evals/deep-swe-bench/results/gpt-5.5/low/baseline/goreleaser-retry-publish-auditing/rep2/result.json,goreleaser-retry-publish-auditing,baseline,2,openai-codex/gpt-5.5,low,go,feature_request,1,1.0,542442,32,31,301.5,0,False,,0,11834,1,/home/will/evals/deep-swe-bench/results/gpt-5.5/low/baseline/goreleaser-retry-publish-auditing/rep2/session/2026-07-05T23-25-33-706Z_019f3499-f88a-7508-aa02-74431ab7dc6c.jsonl,169813,,True,True,True,True,True,False,eligible
gpt-5.5/low/baseline/happy-dom-deterministic-intersectionobserver/rep0,/home/will/evals/deep-swe-bench/results/gpt-5.5/low/baseline/happy-dom-deterministic-intersectionobserver/rep0/result.json,happy-dom-deterministic-intersectionobserver,baseline,0,openai-codex/gpt-5.5,low,typescript,feature_request,1,1.0,231733,20,25,206.7,0,False,,0,15224,1,/home/will/evals/deep-swe-bench/results/gpt-5.5/low/baseline/happy-dom-deterministic-intersectionobserver/rep0/session/2026-07-05T23-12-03-740Z_019f348d-9c9c-743a-b6d1-966c34eadc25.jsonl,122067,,True,True,True,True,True,False,eligible
