id,task,rep,language,category,outcome,structural_label,baseline_status,treatment_status,difficulty_pass_rate,repository,title,baseline_reward,treatment_reward,baseline_partial,treatment_partial,baseline_agent_wall_s,treatment_agent_wall_s,prompt_chars,cross_task_neighbors,nearest_same_label_cross_task,nearest_different_label_cross_task
dateutil-rfc5545-timezone-interop/rep1,dateutil-rfc5545-timezone-interop,1,python,enhancement,stable_failed,stable_failed,failed,failed,31.0,dateutil/dateutil,Add RFC 5545 timezone interoperability to dateutil recurrence parsing,0,0,0.994291151284491,0.9919124643196955,1541.6,1751.0,2989,"[{'id': 'langchain-request-coalescing/rep0', 'structural_label': 'treatment_timeout', 'cosine': 0.37793}, {'id': 'langchain-request-coalescing/rep1', 'structural_label': 'stable_failed', 'cosine': 0.377038}, {'id': 'langchain-request-coalescing/rep2', 'structural_label': 'stable_failed', 'cosine': 0.37634}, {'id': 'adaptix-name-mapping-aliases/rep1', 'structural_label': 'stable_failed', 'cosine': 0.372996}, {'id': 'adaptix-name-mapping-aliases/rep0', 'structural_label': 'stable_failed', 'cosine': 0.37297}]",0.377038,0.37793
dateutil-rfc5545-timezone-interop/rep2,dateutil-rfc5545-timezone-interop,2,python,enhancement,stable_failed,stable_failed,failed,failed,31.0,dateutil/dateutil,Add RFC 5545 timezone interoperability to dateutil recurrence parsing,0,0,0.9914367269267365,0.9961941008563273,1179.7,1282.6,2989,"[{'id': 'langchain-request-coalescing/rep0', 'structural_label': 'treatment_timeout', 'cosine': 0.373954}, {'id': 'langchain-request-coalescing/rep1', 'structural_label': 'stable_failed', 'cosine': 0.372863}, {'id': 'langchain-request-coalescing/rep2', 'structural_label': 'stable_failed', 'cosine': 0.372215}, {'id': 'adaptix-name-mapping-aliases/rep1', 'structural_label': 'stable_failed', 'cosine': 0.370617}, {'id': 'adaptix-name-mapping-aliases/rep0', 'structural_label': 'stable_failed', 'cosine': 0.370597}]",0.372863,0.373954
langchain-request-coalescing/rep0,langchain-request-coalescing,0,python,feature_request,stable_failed,treatment_timeout,timeout,timeout,36.0,langchain-ai/langchain,Add request coalescing to `Runnable`,-1,-1,0.0,0.0,5400.1,5400.2,1790,"[{'id': 'mobly-grouped-test-barriers/rep1', 'structural_label': 'treatment_timeout', 'cosine': 0.407112}, {'id': 'mobly-grouped-test-barriers/rep0', 'structural_label': 'treatment_timeout', 'cosine': 0.407041}, {'id': 'mobly-grouped-test-barriers/rep2', 'structural_label': 'treatment_timeout', 'cosine': 0.404623}, {'id': 'claude-code-by-agents-recursive-delegation/rep0', 'structural_label': 'stable_failed', 'cosine': 0.401078}, {'id': 'claude-code-by-agents-recursive-delegation/rep2', 'structural_label': 'stable_failed', 'cosine': 0.400917}]",0.407112,0.401078
langchain-request-coalescing/rep1,langchain-request-coalescing,1,python,feature_request,stable_failed,stable_failed,failed,failed,36.0,langchain-ai/langchain,Add request coalescing to `Runnable`,0,0,0.9858156028368794,0.9858156028368794,867.7,1632.4,1790,"[{'id': 'mobly-grouped-test-barriers/rep0', 'structural_label': 'treatment_timeout', 'cosine': 0.403795}, {'id': 'mobly-grouped-test-barriers/rep1', 'structural_label': 'treatment_timeout', 'cosine': 0.402967}, {'id': 'mobly-grouped-test-barriers/rep2', 'structural_label': 'treatment_timeout', 'cosine': 0.402801}, {'id': 'claude-code-by-agents-recursive-delegation/rep2', 'structural_label': 'stable_failed', 'cosine': 0.395991}, {'id': 'claude-code-by-agents-recursive-delegation/rep0', 'structural_label': 'stable_failed', 'cosine': 0.395459}]",0.395991,0.403795
langchain-request-coalescing/rep2,langchain-request-coalescing,2,python,feature_request,stable_failed,stable_failed,timeout,failed,36.0,langchain-ai/langchain,Add request coalescing to `Runnable`,-1,0,0.0,0.9893617021276596,5400.2,1383.6,1790,"[{'id': 'mobly-grouped-test-barriers/rep0', 'structural_label': 'treatment_timeout', 'cosine': 0.404524}, {'id': 'mobly-grouped-test-barriers/rep1', 'structural_label': 'treatment_timeout', 'cosine': 0.403818}, {'id': 'mobly-grouped-test-barriers/rep2', 'structural_label': 'treatment_timeout', 'cosine': 0.40284}, {'id': 'claude-code-by-agents-recursive-delegation/rep2', 'structural_label': 'stable_failed', 'cosine': 0.398993}, {'id': 'claude-code-by-agents-recursive-delegation/rep0', 'structural_label': 'stable_failed', 'cosine': 0.398518}]",0.398993,0.404524
claude-code-by-agents-recursive-delegation/rep0,claude-code-by-agents-recursive-delegation,0,typescript,feature_request,stable_failed,stable_failed,failed,failed,44.0,baryhuang/claude-code-by-agents,Implement recursive agent delegation through delegate_task tool calls,0,0,0.8157894736842105,0.8157894736842105,729.5,529.7,1298,"[{'id': 'langchain-request-coalescing/rep0', 'structural_label': 'treatment_timeout', 'cosine': 0.401078}, {'id': 'langchain-request-coalescing/rep2', 'structural_label': 'stable_failed', 'cosine': 0.398518}, {'id': 'langchain-request-coalescing/rep1', 'structural_label': 'stable_failed', 'cosine': 0.395459}, {'id': 'tengo-callable-instance-isolation/rep2', 'structural_label': 'stable_failed', 'cosine': 0.325841}, {'id': 'dateutil-rfc5545-timezone-interop/rep1', 'structural_label': 'stable_failed', 'cosine': 0.322535}]",0.398518,0.401078
claude-code-by-agents-recursive-delegation/rep1,claude-code-by-agents-recursive-delegation,1,typescript,feature_request,stable_failed,stable_failed,failed,failed,44.0,baryhuang/claude-code-by-agents,Implement recursive agent delegation through delegate_task tool calls,0,0,0.8157894736842105,0.8157894736842105,1089.7,755.9,1298,"[{'id': 'langchain-request-coalescing/rep0', 'structural_label': 'treatment_timeout', 'cosine': 0.40022}, {'id': 'langchain-request-coalescing/rep2', 'structural_label': 'stable_failed', 'cosine': 0.397677}, {'id': 'langchain-request-coalescing/rep1', 'structural_label': 'stable_failed', 'cosine': 0.394427}, {'id': 'tengo-callable-instance-isolation/rep2', 'structural_label': 'stable_failed', 'cosine': 0.32232}, {'id': 'dateutil-rfc5545-timezone-interop/rep1', 'structural_label': 'stable_failed', 'cosine': 0.319366}]",0.397677,0.40022
claude-code-by-agents-recursive-delegation/rep2,claude-code-by-agents-recursive-delegation,2,typescript,feature_request,stable_failed,stable_failed,failed,failed,44.0,baryhuang/claude-code-by-agents,Implement recursive agent delegation through delegate_task tool calls,0,0,0.8157894736842105,0.8157894736842105,1276.1,615.9,1298,"[{'id': 'langchain-request-coalescing/rep0', 'structural_label': 'treatment_timeout', 'cosine': 0.400917}, {'id': 'langchain-request-coalescing/rep2', 'structural_label': 'stable_failed', 'cosine': 0.398993}, {'id': 'langchain-request-coalescing/rep1', 'structural_label': 'stable_failed', 'cosine': 0.395991}, {'id': 'tengo-callable-instance-isolation/rep2', 'structural_label': 'stable_failed', 'cosine': 0.327081}, {'id': 'dateutil-rfc5545-timezone-interop/rep1', 'structural_label': 'stable_failed', 'cosine': 0.321238}]",0.398993,0.400917
go-critic-doc-link-checker/rep0,go-critic-doc-link-checker,0,go,feature_request,stable_failed,stable_failed,failed,failed,51.0,go-critic/go-critic,Add a checker for broken doc comment links,0,0,0.8947368421052632,0.8947368421052632,1866.9,977.4,1973,"[{'id': 'participle-grammar-conflict-analysis/rep2', 'structural_label': 'stable_failed', 'cosine': 0.42853}, {'id': 'participle-grammar-conflict-analysis/rep1', 'structural_label': 'stable_failed', 'cosine': 0.428392}, {'id': 'participle-grammar-conflict-analysis/rep0', 'structural_label': 'stable_failed', 'cosine': 0.425515}, {'id': 'obsidian-linter-link-format-conversion/rep1', 'structural_label': 'stable_failed', 'cosine': 0.377055}, {'id': 'obsidian-linter-link-format-conversion/rep2', 'structural_label': 'stable_failed', 'cosine': 0.372354}]",0.42853,
go-critic-doc-link-checker/rep1,go-critic-doc-link-checker,1,go,feature_request,gain,gain,failed,solved,51.0,go-critic/go-critic,Add a checker for broken doc comment links,0,1,0.8947368421052632,1.0,1360.9,1620.4,1973,"[{'id': 'participle-grammar-conflict-analysis/rep2', 'structural_label': 'stable_failed', 'cosine': 0.416077}, {'id': 'participle-grammar-conflict-analysis/rep1', 'structural_label': 'stable_failed', 'cosine': 0.415872}, {'id': 'participle-grammar-conflict-analysis/rep0', 'structural_label': 'stable_failed', 'cosine': 0.413108}, {'id': 'obsidian-linter-link-format-conversion/rep1', 'structural_label': 'stable_failed', 'cosine': 0.377669}, {'id': 'obsidian-linter-link-format-conversion/rep2', 'structural_label': 'stable_failed', 'cosine': 0.372993}]",,0.416077
go-critic-doc-link-checker/rep2,go-critic-doc-link-checker,2,go,feature_request,stable_failed,stable_failed,failed,failed,51.0,go-critic/go-critic,Add a checker for broken doc comment links,0,0,0.8947368421052632,0.8947368421052632,1580.7,1570.4,1973,"[{'id': 'participle-grammar-conflict-analysis/rep2', 'structural_label': 'stable_failed', 'cosine': 0.427565}, {'id': 'participle-grammar-conflict-analysis/rep1', 'structural_label': 'stable_failed', 'cosine': 0.427148}, {'id': 'participle-grammar-conflict-analysis/rep0', 'structural_label': 'stable_failed', 'cosine': 0.424328}, {'id': 'obsidian-linter-link-format-conversion/rep1', 'structural_label': 'stable_failed', 'cosine': 0.367664}, {'id': 'obsidian-linter-link-format-conversion/rep2', 'structural_label': 'stable_failed', 'cosine': 0.363036}]",0.427565,
mobly-grouped-test-barriers/rep0,mobly-grouped-test-barriers,0,python,feature_request,stable_failed,treatment_timeout,timeout,timeout,52.0,google/mobly,Add grouped test phases with synchronized barriers,-1,-1,0.0,0.0,5400.1,5400.2,2618,"[{'id': 'langchain-request-coalescing/rep0', 'structural_label': 'treatment_timeout', 'cosine': 0.407041}, {'id': 'langchain-request-coalescing/rep2', 'structural_label': 'stable_failed', 'cosine': 0.404524}, {'id': 'langchain-request-coalescing/rep1', 'structural_label': 'stable_failed', 'cosine': 0.403795}, {'id': 'goreleaser-retry-publish-auditing/rep0', 'structural_label': 'stable_failed', 'cosine': 0.301027}, {'id': 'dateutil-rfc5545-timezone-interop/rep2', 'structural_label': 'stable_failed', 'cosine': 0.300882}]",0.407041,0.404524
mobly-grouped-test-barriers/rep1,mobly-grouped-test-barriers,1,python,feature_request,stable_failed,treatment_timeout,negative_reward,timeout,52.0,google/mobly,Add grouped test phases with synchronized barriers,-1,-1,0.0,0.0,775.6,5400.1,2618,"[{'id': 'langchain-request-coalescing/rep0', 'structural_label': 'treatment_timeout', 'cosine': 0.407112}, {'id': 'langchain-request-coalescing/rep2', 'structural_label': 'stable_failed', 'cosine': 0.403818}, {'id': 'langchain-request-coalescing/rep1', 'structural_label': 'stable_failed', 'cosine': 0.402967}, {'id': 'goreleaser-retry-publish-auditing/rep0', 'structural_label': 'stable_failed', 'cosine': 0.297024}, {'id': 'claude-code-by-agents-recursive-delegation/rep2', 'structural_label': 'stable_failed', 'cosine': 0.29617}]",0.407112,0.403818
mobly-grouped-test-barriers/rep2,mobly-grouped-test-barriers,2,python,feature_request,stable_failed,treatment_timeout,failed,timeout,52.0,google/mobly,Add grouped test phases with synchronized barriers,0,-1,0.9729425028184893,0.0,784.2,5400.2,2618,"[{'id': 'langchain-request-coalescing/rep0', 'structural_label': 'treatment_timeout', 'cosine': 0.404623}, {'id': 'langchain-request-coalescing/rep2', 'structural_label': 'stable_failed', 'cosine': 0.40284}, {'id': 'langchain-request-coalescing/rep1', 'structural_label': 'stable_failed', 'cosine': 0.402801}, {'id': 'sql-formatter-bigquery-pipe-formatting/rep1', 'structural_label': 'stable_failed', 'cosine': 0.295061}, {'id': 'goreleaser-retry-publish-auditing/rep0', 'structural_label': 'stable_failed', 'cosine': 0.291418}]",0.404623,0.40284
tengo-callable-instance-isolation/rep0,tengo-callable-instance-isolation,0,go,bugfix,stable_failed,stable_failed,failed,failed,60.0,d5/tengo,Fix isolated Go-side calls for Tengo callables and closures,0,0,0.9793103448275862,0.9241379310344827,1792.1,1312.6,1346,"[{'id': 'langchain-request-coalescing/rep2', 'structural_label': 'stable_failed', 'cosine': 0.347005}, {'id': 'langchain-request-coalescing/rep0', 'structural_label': 'treatment_timeout', 'cosine': 0.346409}, {'id': 'langchain-request-coalescing/rep1', 'structural_label': 'stable_failed', 'cosine': 0.344122}, {'id': 'claude-code-by-agents-recursive-delegation/rep2', 'structural_label': 'stable_failed', 'cosine': 0.317948}, {'id': 'go-critic-doc-link-checker/rep0', 'structural_label': 'stable_failed', 'cosine': 0.317381}]",0.347005,0.346409
tengo-callable-instance-isolation/rep1,tengo-callable-instance-isolation,1,go,bugfix,stable_failed,stable_failed,failed,failed,60.0,d5/tengo,Fix isolated Go-side calls for Tengo callables and closures,0,0,0.9241379310344827,0.9793103448275862,1981.2,1504.6,1346,"[{'id': 'langchain-request-coalescing/rep2', 'structural_label': 'stable_failed', 'cosine': 0.348801}, {'id': 'langchain-request-coalescing/rep0', 'structural_label': 'treatment_timeout', 'cosine': 0.348582}, {'id': 'langchain-request-coalescing/rep1', 'structural_label': 'stable_failed', 'cosine': 0.345927}, {'id': 'claude-code-by-agents-recursive-delegation/rep2', 'structural_label': 'stable_failed', 'cosine': 0.31638}, {'id': 'go-critic-doc-link-checker/rep0', 'structural_label': 'stable_failed', 'cosine': 0.315171}]",0.348801,0.348582
tengo-callable-instance-isolation/rep2,tengo-callable-instance-isolation,2,go,bugfix,stable_failed,stable_failed,failed,failed,60.0,d5/tengo,Fix isolated Go-side calls for Tengo callables and closures,0,0,0.9586206896551724,0.9862068965517241,3201.8,1439.0,1346,"[{'id': 'langchain-request-coalescing/rep2', 'structural_label': 'stable_failed', 'cosine': 0.355373}, {'id': 'langchain-request-coalescing/rep0', 'structural_label': 'treatment_timeout', 'cosine': 0.354916}, {'id': 'langchain-request-coalescing/rep1', 'structural_label': 'stable_failed', 'cosine': 0.352539}, {'id': 'claude-code-by-agents-recursive-delegation/rep2', 'structural_label': 'stable_failed', 'cosine': 0.327081}, {'id': 'claude-code-by-agents-recursive-delegation/rep0', 'structural_label': 'stable_failed', 'cosine': 0.325841}]",0.355373,0.354916
adaptix-name-mapping-aliases/rep0,adaptix-name-mapping-aliases,0,python,feature_request,stable_failed,stable_failed,failed,failed,69.0,reagento/adaptix,Add input key aliases to name mapping,0,0,0.9985621854780733,0.9978432782171099,1818.1,1183.7,1082,"[{'id': 'dateutil-rfc5545-timezone-interop/rep1', 'structural_label': 'stable_failed', 'cosine': 0.37297}, {'id': 'dateutil-rfc5545-timezone-interop/rep0', 'structural_label': 'stable_failed', 'cosine': 0.370633}, {'id': 'dateutil-rfc5545-timezone-interop/rep2', 'structural_label': 'stable_failed', 'cosine': 0.370597}, {'id': 'obsidian-linter-link-format-conversion/rep1', 'structural_label': 'stable_failed', 'cosine': 0.369284}, {'id': 'obsidian-linter-link-format-conversion/rep0', 'structural_label': 'stable_failed', 'cosine': 0.36802}]",0.37297,
adaptix-name-mapping-aliases/rep1,adaptix-name-mapping-aliases,1,python,feature_request,stable_failed,stable_failed,failed,failed,69.0,reagento/adaptix,Add input key aliases to name mapping,0,0,0.9971243709561467,0.9974838245866283,1786.7,2415.8,1082,"[{'id': 'dateutil-rfc5545-timezone-interop/rep1', 'structural_label': 'stable_failed', 'cosine': 0.372996}, {'id': 'dateutil-rfc5545-timezone-interop/rep0', 'structural_label': 'stable_failed', 'cosine': 0.370772}, {'id': 'dateutil-rfc5545-timezone-interop/rep2', 'structural_label': 'stable_failed', 'cosine': 0.370617}, {'id': 'obsidian-linter-link-format-conversion/rep1', 'structural_label': 'stable_failed', 'cosine': 0.370281}, {'id': 'obsidian-linter-link-format-conversion/rep0', 'structural_label': 'stable_failed', 'cosine': 0.368795}]",0.372996,
adaptix-name-mapping-aliases/rep2,adaptix-name-mapping-aliases,2,python,feature_request,stable_failed,stable_failed,failed,failed,69.0,reagento/adaptix,Add input key aliases to name mapping,0,0,0.9974838245866283,0.9978432782171099,1507.2,1899.2,1082,"[{'id': 'dateutil-rfc5545-timezone-interop/rep1', 'structural_label': 'stable_failed', 'cosine': 0.369821}, {'id': 'obsidian-linter-link-format-conversion/rep1', 'structural_label': 'stable_failed', 'cosine': 0.369328}, {'id': 'obsidian-linter-link-format-conversion/rep0', 'structural_label': 'stable_failed', 'cosine': 0.36796}, {'id': 'dateutil-rfc5545-timezone-interop/rep0', 'structural_label': 'stable_failed', 'cosine': 0.367499}, {'id': 'dateutil-rfc5545-timezone-interop/rep2', 'structural_label': 'stable_failed', 'cosine': 0.367387}]",0.369821,
goreleaser-retry-publish-auditing/rep0,goreleaser-retry-publish-auditing,0,go,feature_request,stable_failed,stable_failed,failed,failed,69.0,goreleaser/goreleaser,Add retry-aware publishing audit logs,0,0,0.6206896551724138,0.6206896551724138,1707.3,1900.5,1798,"[{'id': 'langchain-request-coalescing/rep0', 'structural_label': 'treatment_timeout', 'cosine': 0.395214}, {'id': 'langchain-request-coalescing/rep2', 'structural_label': 'stable_failed', 'cosine': 0.391054}, {'id': 'langchain-request-coalescing/rep1', 'structural_label': 'stable_failed', 'cosine': 0.388246}, {'id': 'tengo-callable-instance-isolation/rep2', 'structural_label': 'stable_failed', 'cosine': 0.309342}, {'id': 'mobly-grouped-test-barriers/rep0', 'structural_label': 'treatment_timeout', 'cosine': 0.301027}]",0.391054,0.395214
goreleaser-retry-publish-auditing/rep1,goreleaser-retry-publish-auditing,1,go,feature_request,stable_failed,stable_failed,failed,failed,69.0,goreleaser/goreleaser,Add retry-aware publishing audit logs,0,0,0.5344827586206896,0.6206896551724138,1585.7,1659.9,1798,"[{'id': 'langchain-request-coalescing/rep0', 'structural_label': 'treatment_timeout', 'cosine': 0.391437}, {'id': 'langchain-request-coalescing/rep2', 'structural_label': 'stable_failed', 'cosine': 0.387074}, {'id': 'langchain-request-coalescing/rep1', 'structural_label': 'stable_failed', 'cosine': 0.384161}, {'id': 'tengo-callable-instance-isolation/rep2', 'structural_label': 'stable_failed', 'cosine': 0.306397}, {'id': 'mobly-grouped-test-barriers/rep0', 'structural_label': 'treatment_timeout', 'cosine': 0.296846}]",0.387074,0.391437
goreleaser-retry-publish-auditing/rep2,goreleaser-retry-publish-auditing,2,go,feature_request,stable_failed,stable_failed,failed,failed,69.0,goreleaser/goreleaser,Add retry-aware publishing audit logs,0,0,0.9655172413793104,0.5344827586206896,1762.6,203.6,1798,"[{'id': 'langchain-request-coalescing/rep0', 'structural_label': 'treatment_timeout', 'cosine': 0.388021}, {'id': 'langchain-request-coalescing/rep2', 'structural_label': 'stable_failed', 'cosine': 0.384218}, {'id': 'langchain-request-coalescing/rep1', 'structural_label': 'stable_failed', 'cosine': 0.381839}, {'id': 'tengo-callable-instance-isolation/rep2', 'structural_label': 'stable_failed', 'cosine': 0.304808}, {'id': 'mobly-grouped-test-barriers/rep0', 'structural_label': 'treatment_timeout', 'cosine': 0.296756}]",0.384218,0.388021
sql-formatter-bigquery-pipe-formatting/rep0,sql-formatter-bigquery-pipe-formatting,0,typescript,feature_request,stable_failed,stable_failed,failed,failed,83.0,sql-formatter-org/sql-formatter,Format BigQuery pipe syntax queries correctly,0,0,0.9980819529206626,0.9987794245858762,1648.4,1731.4,1797,"[{'id': 'adaptix-name-mapping-aliases/rep1', 'structural_label': 'stable_failed', 'cosine': 0.361176}, {'id': 'adaptix-name-mapping-aliases/rep0', 'structural_label': 'stable_failed', 'cosine': 0.35859}, {'id': 'adaptix-name-mapping-aliases/rep2', 'structural_label': 'stable_failed', 'cosine': 0.357678}, {'id': 'superjson-error-stack-serialization/rep2', 'structural_label': 'stable_failed', 'cosine': 0.353947}, {'id': 'superjson-error-stack-serialization/rep0', 'structural_label': 'stable_failed', 'cosine': 0.349994}]",0.361176,
